"","USD1MTD156N","DGS3MO"
"2011-03-25",0.24825,0.09
"2011-03-28",0.24765,0.11
"2011-03-29",0.24615,0.1
"2011-03-30",0.2438,0.1
"2011-03-31",0.24345,0.09
"2011-04-01",0.24295,0.07
"2011-04-04",0.2399,0.06
"2011-04-05",0.2355,0.07
"2011-04-06",0.2335,0.06
"2011-04-07",0.23138,0.04
"2011-04-08",0.2265,0.04
"2011-04-11",0.2238,0.05
"2011-04-12",0.2211,0.05
"2011-04-13",0.21875,0.06
"2011-04-14",0.21585,0.07
"2011-04-15",0.21375,0.07
"2011-04-18",0.21295,0.07
"2011-04-19",0.2126,0.06
"2011-04-20",0.2126,0.06
"2011-04-21",0.2126,0.06
"2011-04-22",NA,NA
"2011-04-25",NA,0.07
"2011-04-26",0.21135,0.07
"2011-04-27",0.2105,0.06
"2011-04-28",0.21025,0.04
"2011-04-29",NA,0.04
"2011-05-02",NA,0.05
"2011-05-03",0.2095,0.03
"2011-05-04",0.209,0.03
"2011-05-05",0.2062,0.02
"2011-05-06",0.20385,0.02
"2011-05-09",0.20185,0.03
"2011-05-10",0.20025,0.03
"2011-05-11",0.19875,0.03
"2011-05-12",0.198,0.02
"2011-05-13",0.1971,0.03
"2011-05-16",0.197,0.04
"2011-05-17",0.197,0.04
"2011-05-18",0.19575,0.05
"2011-05-19",0.19525,0.05
"2011-05-20",0.19475,0.05
"2011-05-23",0.194,0.06
"2011-05-24",0.1927,0.06
"2011-05-25",0.19235,0.06
"2011-05-26",0.19125,0.05
"2011-05-27",0.19103,0.05
"2011-05-30",NA,NA
"2011-05-31",0.19043,0.06
"2011-06-01",0.19043,0.05
"2011-06-02",0.19018,0.04
"2011-06-03",0.1898,0.04
"2011-06-06",0.18955,0.05
"2011-06-07",0.18955,0.05
"2011-06-08",0.18955,0.04
"2011-06-09",0.18955,0.05
"2011-06-10",0.18855,0.05
"2011-06-13",0.18705,0.05
"2011-06-14",0.18555,0.05
"2011-06-15",0.1853,0.05
"2011-06-16",0.1858,0.05
"2011-06-17",0.1858,0.04
"2011-06-20",0.1858,0.03
"2011-06-21",0.1858,0.03
"2011-06-22",0.1858,0.02
"2011-06-23",0.1858,0.01
"2011-06-24",0.18555,0.02
"2011-06-27",0.18555,0.02
"2011-06-28",0.18555,0.03
"2011-06-29",0.18555,0.02
"2011-06-30",0.18555,0.03
"2011-07-01",0.18505,0.02
"2011-07-04",0.18505,NA
"2011-07-05",0.18505,0.02
"2011-07-06",0.18525,0.01
"2011-07-07",0.18575,0.03
"2011-07-08",0.18575,0.03
"2011-07-11",0.18575,0.03
"2011-07-12",0.1865,0.03
"2011-07-13",0.1865,0.01
"2011-07-14",0.1865,0.01
"2011-07-15",0.1865,0.02
"2011-07-18",0.18625,0.02
"2011-07-19",0.18625,0.03
"2011-07-20",0.18725,0.02
"2011-07-21",0.18725,0.05
"2011-07-22",0.18725,0.05
"2011-07-25",0.18725,0.05
"2011-07-26",0.18725,0.07
"2011-07-27",0.18725,0.08
"2011-07-28",0.18825,0.07
"2011-07-29",0.1911,0.1
"2011-08-01",0.19206,0.1
"2011-08-02",0.20083,0.06
"2011-08-03",0.20556,0.02
"2011-08-04",0.20506,0.02
"2011-08-05",0.2055,0.01
"2011-08-08",0.20578,0.05
"2011-08-09",0.208,0.03
"2011-08-10",0.20711,0.02
"2011-08-11",0.20722,0.03
"2011-08-12",0.20833,0.02
"2011-08-15",0.21022,0.02
"2011-08-16",0.21022,0.03
"2011-08-17",0.21244,0.01
"2011-08-18",0.213,0.01
"2011-08-19",0.21544,0.02
"2011-08-22",0.21678,0.01
"2011-08-23",0.21839,0.01
"2011-08-24",0.21894,0.02
"2011-08-25",0.22083,0.01
"2011-08-26",0.22094,0.01
"2011-08-29",NA,0.02
"2011-08-30",0.2215,0.01
"2011-08-31",0.2215,0.02
"2011-09-01",0.2215,0.02
"2011-09-02",0.22178,0.02
"2011-09-05",0.22439,NA
"2011-09-06",0.226,0.02
"2011-09-07",0.22611,0.02
"2011-09-08",0.225,0.02
"2011-09-09",0.22611,0.01
"2011-09-12",0.22861,0.01
"2011-09-13",0.229,0.01
"2011-09-14",0.22939,0.01
"2011-09-15",0.22994,0.01
"2011-09-16",0.2305,0.01
"2011-09-19",0.23072,0.01
"2011-09-20",0.23183,0.01
"2011-09-21",0.2335,0.01
"2011-09-22",0.23456,0
"2011-09-23",0.23578,0.01
"2011-09-26",0.23744,0.02
"2011-09-27",0.23878,0.01
"2011-09-28",0.23889,0.02
"2011-09-29",0.23944,0.02
"2011-09-30",0.23944,0.02
"2011-10-03",0.24,0.02
"2011-10-04",0.24111,0.01
"2011-10-05",0.24067,0
"2011-10-06",0.24233,0.01
"2011-10-07",0.24289,0.01
"2011-10-10",0.243,NA
"2011-10-11",0.24311,0.02
"2011-10-12",0.24322,0.02
"2011-10-13",0.24333,0.02
"2011-10-14",0.24333,0.02
"2011-10-17",0.24444,0.04
"2011-10-18",0.24472,0.04
"2011-10-19",0.24472,0.03
"2011-10-20",0.24472,0.03
"2011-10-21",0.24472,0.02
"2011-10-24",0.24472,0.02
"2011-10-25",0.24472,0.01
"2011-10-26",0.24583,0.02
"2011-10-27",0.24583,0.02
"2011-10-28",0.24583,0.01
"2011-10-31",0.24528,0.01
"2011-11-01",0.24528,0.01
"2011-11-02",0.24528,0.01
"2011-11-03",0.2475,0.01
"2011-11-04",0.2475,0.01
"2011-11-07",0.24778,0.01
"2011-11-08",0.24778,0.01
"2011-11-09",0.24778,0.01
"2011-11-10",0.24789,0.01
"2011-11-11",0.249,NA
"2011-11-14",0.25022,0.01
"2011-11-15",0.25172,0.01
"2011-11-16",0.25172,0.01
"2011-11-17",0.25478,0.02
"2011-11-18",0.25656,0.01
"2011-11-21",0.25667,0.02
"2011-11-22",0.25722,0.02
"2011-11-23",0.25722,0.02
"2011-11-24",0.25722,NA
"2011-11-25",0.25944,0.02
"2011-11-28",0.26,0.03
"2011-11-29",0.27022,0.02
"2011-11-30",0.27144,0.01
"2011-12-01",0.27144,0.01
"2011-12-02",0.27033,0.02
"2011-12-05",0.2741,0.01
"2011-12-06",0.27505,0.01
"2011-12-07",0.2763,0.02
"2011-12-08",0.2763,0.01
"2011-12-09",0.27655,0.01
"2011-12-12",0.27755,0.01
"2011-12-13",0.2783,0.01
"2011-12-14",0.28255,0.01
"2011-12-15",0.2846,0
"2011-12-16",0.28485,0
"2011-12-19",0.28735,0.01
"2011-12-20",0.2906,0.01
"2011-12-21",0.29185,0.01
"2011-12-22",0.2936,0.01
"2011-12-23",0.29395,0.01
"2011-12-26",NA,NA
"2011-12-27",NA,0.02
"2011-12-28",0.2963,0.01
"2011-12-29",0.2953,0.02
"2011-12-30",0.2953,0.02
"2012-01-02",NA,NA
"2012-01-03",0.2953,0.02
"2012-01-04",0.2953,0.02
"2012-01-05",0.2953,0.02
"2012-01-06",0.2963,0.02
"2012-01-09",0.2963,0.01
"2012-01-10",0.2958,0.02
"2012-01-11",0.2947,0.02
"2012-01-12",0.2896,0.03
"2012-01-13",0.2851,0.03
"2012-01-16",0.2816,NA
"2012-01-17",0.281,0.03
"2012-01-18",0.2809,0.03
"2012-01-19",0.2789,0.05
"2012-01-20",0.2773,0.05
"2012-01-23",0.2763,0.04
"2012-01-24",0.2753,0.04
"2012-01-25",0.2728,0.04
"2012-01-26",0.2705,0.05
"2012-01-27",0.27,0.06
"2012-01-30",0.26775,0.05
"2012-01-31",0.26475,0.06
"2012-02-01",0.264,0.06
"2012-02-02",0.2625,0.08
"2012-02-03",0.2605,0.08
"2012-02-06",0.25975,0.08
"2012-02-07",0.257,0.08
"2012-02-08",0.25475,0.09
"2012-02-09",0.2535,0.09
"2012-02-10",0.2505,0.09
"2012-02-13",0.2485,0.11
"2012-02-14",0.2475,0.12
"2012-02-15",0.246,0.11
"2012-02-16",0.2455,0.1
"2012-02-17",0.2455,0.09
"2012-02-20",0.2455,NA
"2012-02-21",0.2455,0.08
"2012-02-22",0.2445,0.09
"2012-02-23",0.244,0.09
"2012-02-24",0.244,0.1
"2012-02-27",0.244,0.12
"2012-02-28",0.244,0.1
"2012-02-29",0.2435,0.08
"2012-03-01",0.243,0.08
"2012-03-02",0.24275,0.07
"2012-03-05",0.24275,0.08
"2012-03-06",0.24275,0.08
"2012-03-07",0.24275,0.08
"2012-03-08",0.24175,0.08
"2012-03-09",0.24175,0.09
"2012-03-12",0.24175,0.09
"2012-03-13",0.24175,0.08
"2012-03-14",0.24175,0.09
"2012-03-15",0.24175,0.08
"2012-03-16",0.24175,0.09
"2012-03-19",0.24175,0.1
"2012-03-20",0.24175,0.1
"2012-03-21",0.24175,0.09
"2012-03-22",0.24175,0.08
"2012-03-23",0.24125,0.08
"2012-03-26",0.24125,0.09
"2012-03-27",0.24125,0.09
"2012-03-28",0.24125,0.09
"2012-03-29",0.24125,0.07
"2012-03-30",0.24125,0.07
"2012-04-02",0.24125,0.08
"2012-04-03",0.24125,0.08
"2012-04-04",0.24125,0.08
"2012-04-05",0.24125,0.08
"2012-04-06",NA,0.07
"2012-04-09",NA,0.09
"2012-04-10",0.24025,0.09
"2012-04-11",0.24025,0.09
"2012-04-12",0.24025,0.09
"2012-04-13",0.23975,0.09
"2012-04-16",0.23975,0.08
"2012-04-17",0.23975,0.08
"2012-04-18",0.23975,0.07
"2012-04-19",0.23975,0.07
"2012-04-20",0.23975,0.08
"2012-04-23",0.23875,0.08
"2012-04-24",0.23875,0.09
"2012-04-25",0.23875,0.09
"2012-04-26",0.23875,0.09
"2012-04-27",0.23875,0.09
"2012-04-30",0.23875,0.1
"2012-05-01",0.23875,0.09
"2012-05-02",0.23875,0.08
"2012-05-03",0.23875,0.09
"2012-05-04",0.23875,0.07
"2012-05-07",NA,0.1
"2012-05-08",0.23875,0.09
"2012-05-09",0.23875,0.09
"2012-05-10",0.23875,0.1
"2012-05-11",0.23875,0.1
"2012-05-14",0.23875,0.1
"2012-05-15",0.23875,0.09
"2012-05-16",0.23975,0.1
"2012-05-17",0.23975,0.1
"2012-05-18",0.23975,0.08
"2012-05-21",0.23975,0.09
"2012-05-22",0.23875,0.09
"2012-05-23",0.23875,0.09
"2012-05-24",0.23875,0.1
"2012-05-25",0.23875,0.09
"2012-05-28",0.23875,NA
"2012-05-29",0.23875,0.09
"2012-05-30",0.23875,0.07
"2012-05-31",0.23875,0.07
"2012-06-01",0.23975,0.07
"2012-06-04",NA,0.08
"2012-06-05",NA,0.08
"2012-06-06",0.24075,0.09
"2012-06-07",0.24075,0.09
"2012-06-08",0.24075,0.09
"2012-06-11",0.24075,0.09
"2012-06-12",0.24075,0.1
"2012-06-13",0.24175,0.1
"2012-06-14",0.24275,0.11
"2012-06-15",0.24275,0.09
"2012-06-18",0.24375,0.1
"2012-06-19",0.24375,0.09
"2012-06-20",0.24525,0.09
"2012-06-21",0.24525,0.09
"2012-06-22",0.24525,0.09
"2012-06-25",0.24525,0.1
"2012-06-26",0.24525,0.1
"2012-06-27",0.24525,0.09
"2012-06-28",0.24525,0.09
"2012-06-29",0.24575,0.09
"2012-07-02",0.24475,0.1
"2012-07-03",0.24575,0.09
"2012-07-04",0.24575,NA
"2012-07-05",0.24575,0.08
"2012-07-06",0.24575,0.08
"2012-07-09",0.24875,0.09
"2012-07-10",0.24875,0.09
"2012-07-11",0.24875,0.1
"2012-07-12",0.24875,0.1
"2012-07-13",0.24775,0.1
"2012-07-16",0.24775,0.1
"2012-07-17",0.24675,0.1
"2012-07-18",0.24675,0.09
"2012-07-19",0.24675,0.09
"2012-07-20",0.24675,0.09
"2012-07-23",0.2462,0.1
"2012-07-24",0.2442,0.1
"2012-07-25",0.2442,0.1
"2012-07-26",0.2452,0.11
"2012-07-27",0.2457,0.11
"2012-07-30",0.2457,0.11
"2012-07-31",0.2457,0.11
"2012-08-01",0.2447,0.1
"2012-08-02",0.24425,0.09
"2012-08-03",0.24375,0.09
"2012-08-06",0.24325,0.1
"2012-08-07",0.24125,0.11
"2012-08-08",0.24025,0.11
"2012-08-09",0.23925,0.11
"2012-08-10",0.23975,0.1
"2012-08-13",0.2395,0.11
"2012-08-14",0.2385,0.11
"2012-08-15",0.238,0.09
"2012-08-16",0.237,0.09
"2012-08-17",0.237,0.09
"2012-08-20",0.236,0.11
"2012-08-21",0.2375,0.11
"2012-08-22",0.2365,0.11
"2012-08-23",0.2355,0.11
"2012-08-24",0.2345,0.1
"2012-08-27",NA,0.11
"2012-08-28",0.2335,0.1
"2012-08-29",0.2315,0.12
"2012-08-30",0.2305,0.1
"2012-08-31",0.2305,0.09
"2012-09-03",0.2305,NA
"2012-09-04",0.22825,0.1
"2012-09-05",0.228,0.11
"2012-09-06",0.2275,0.11
"2012-09-07",0.228,0.11
"2012-09-10",0.228,0.1
"2012-09-11",0.22675,0.1
"2012-09-12",0.22375,0.1
"2012-09-13",0.22075,0.1
"2012-09-14",0.22,0.11
"2012-09-17",0.219,0.11
"2012-09-18",0.2185,0.1
"2012-09-19",0.2185,0.11
"2012-09-20",0.2165,0.11
"2012-09-21",0.2165,0.11
"2012-09-24",0.2165,0.11
"2012-09-25",0.2155,0.11
"2012-09-26",0.2155,0.11
"2012-09-27",0.2145,0.09
"2012-09-28",0.21425,0.1
"2012-10-01",0.2135,0.09
"2012-10-02",0.2145,0.09
"2012-10-03",0.2185,0.09
"2012-10-04",0.2185,0.1
"2012-10-05",0.2185,0.11
"2012-10-08",0.2175,NA
"2012-10-09",0.2155,0.1
"2012-10-10",0.214,0.1
"2012-10-11",0.214,0.1
"2012-10-12",0.214,0.11
"2012-10-15",0.214,0.11
"2012-10-16",0.2132,0.09
"2012-10-17",0.2117,0.11
"2012-10-18",0.2107,0.1
"2012-10-19",0.2107,0.1
"2012-10-22",0.2107,0.1
"2012-10-23",0.2107,0.11
"2012-10-24",0.2105,0.11
"2012-10-25",0.211,0.11
"2012-10-26",0.212,0.12
"2012-10-29",0.212,0.14
"2012-10-30",0.212,NA
"2012-10-31",0.212,0.11
"2012-11-01",0.21,0.09
"2012-11-02",0.209,0.09
"2012-11-05",0.208,0.11
"2012-11-06",0.209,0.1
"2012-11-07",0.209,0.1
"2012-11-08",0.209,0.1
"2012-11-09",0.209,0.09
"2012-11-12",0.2085,NA
"2012-11-13",0.208,0.11
"2012-11-14",0.2075,0.1
"2012-11-15",0.2075,0.08
"2012-11-16",0.2075,0.06
"2012-11-19",0.2075,0.09
"2012-11-20",0.2075,0.08
"2012-11-21",0.2075,0.1
"2012-11-22",0.2075,NA
"2012-11-23",0.2085,0.1
"2012-11-26",0.209,0.1
"2012-11-27",0.209,0.1
"2012-11-28",0.209,0.1
"2012-11-29",0.2135,0.09
"2012-11-30",0.2145,0.08
"2012-12-03",0.215,0.1
"2012-12-04",0.213,0.1
"2012-12-05",0.213,0.1
"2012-12-06",0.213,0.1
"2012-12-07",0.212,0.09
"2012-12-10",0.212,0.09
"2012-12-11",0.211,0.08
"2012-12-12",0.209,0.07
"2012-12-13",0.209,0.06
"2012-12-14",0.209,0.04
"2012-12-17",0.21,0.05
"2012-12-18",0.2107,0.06
"2012-12-19",0.2107,0.05
"2012-12-20",0.2107,0.06
"2012-12-21",0.2097,0.06
"2012-12-24",0.2097,0.06
"2012-12-25",NA,NA
"2012-12-26",NA,0.09
"2012-12-27",0.2117,0.08
"2012-12-28",0.2097,0.01
"2012-12-31",0.2087,0.05
"2013-01-01",NA,NA
"2013-01-02",0.2077,0.08
"2013-01-03",0.2077,0.08
"2013-01-04",0.2077,0.07
"2013-01-07",0.2077,0.07
"2013-01-08",0.2077,0.07
"2013-01-09",0.2067,0.06
"2013-01-10",0.2057,0.06
"2013-01-11",0.2057,0.07
"2013-01-14",0.2057,0.08
"2013-01-15",0.2057,0.09
"2013-01-16",0.2057,0.08
"2013-01-17",0.2047,0.07
"2013-01-18",0.2047,0.08
"2013-01-21",0.2047,NA
"2013-01-22",0.2047,0.08
"2013-01-23",0.2037,0.08
"2013-01-24",0.2037,0.08
"2013-01-25",0.2037,0.08
"2013-01-28",0.2027,0.07
"2013-01-29",0.2017,0.07
"2013-01-30",0.2017,0.07
"2013-01-31",0.1997,0.07
"2013-02-01",0.1992,0.06
"2013-02-04",0.1982,0.07
"2013-02-05",0.1992,0.07
"2013-02-06",0.1992,0.07
"2013-02-07",0.1992,0.07
"2013-02-08",0.2002,0.07
"2013-02-11",0.2022,0.09
"2013-02-12",0.2012,0.09
"2013-02-13",0.2012,0.1
"2013-02-14",0.2017,0.11
"2013-02-15",0.2022,0.1
"2013-02-18",0.2007,NA
"2013-02-19",0.2017,0.12
"2013-02-20",0.2017,0.12
"2013-02-21",0.2017,0.13
"2013-02-22",0.2027,0.13
"2013-02-25",0.2027,0.12
"2013-02-26",0.2037,0.14
"2013-02-27",0.2037,0.11
"2013-02-28",0.2037,0.11
"2013-03-01",0.2037,0.11
"2013-03-04",0.2052,0.11
"2013-03-05",0.2032,0.08
"2013-03-06",0.2022,0.1
"2013-03-07",0.2022,0.1
"2013-03-08",0.2022,0.1
"2013-03-11",0.2022,0.1
"2013-03-12",0.2032,0.1
"2013-03-13",0.2032,0.09
"2013-03-14",0.2032,0.1
"2013-03-15",0.2032,0.09
"2013-03-18",0.2032,0.07
"2013-03-19",0.2037,0.07
"2013-03-20",0.2047,0.07
"2013-03-21",0.2042,0.07
"2013-03-22",0.2042,0.07
"2013-03-25",0.2042,0.08
"2013-03-26",0.2037,0.07
"2013-03-27",0.2037,0.09
"2013-03-28",0.2037,0.07
"2013-03-29",NA,NA
"2013-04-01",NA,0.08
"2013-04-02",0.2027,0.07
"2013-04-03",0.2017,0.06
"2013-04-04",0.2003,0.07
"2013-04-05",0.2003,0.07
"2013-04-08",0.2003,0.07
"2013-04-09",0.1993,0.06
"2013-04-10",0.1993,0.07
"2013-04-11",0.1987,0.07
"2013-04-12",0.1997,0.06
"2013-04-15",0.1997,0.06
"2013-04-16",0.2002,0.06
"2013-04-17",0.1992,0.06
"2013-04-18",0.1992,0.05
"2013-04-19",0.1992,0.05
"2013-04-22",0.1992,0.05
"2013-04-23",0.2002,0.05
"2013-04-24",0.1982,0.06
"2013-04-25",0.1982,0.05
"2013-04-26",0.1982,0.05
"2013-04-29",0.1982,0.05
"2013-04-30",0.1982,0.05
"2013-05-01",0.1982,0.06
"2013-05-02",0.1982,0.05
"2013-05-03",0.1982,0.05
"2013-05-06",NA,0.04
"2013-05-07",0.1992,0.04
"2013-05-08",0.1992,0.04
"2013-05-09",0.1992,0.04
"2013-05-10",0.1992,0.04
"2013-05-13",0.1992,0.05
"2013-05-14",0.1982,0.05
"2013-05-15",0.1982,0.04
"2013-05-16",0.1982,0.03
"2013-05-17",0.19678,0.04
"2013-05-20",0.19618,0.05
"2013-05-21",0.19628,0.04
"2013-05-22",0.19528,0.04
"2013-05-23",0.19328,0.05
"2013-05-24",0.19328,0.04
"2013-05-27",NA,NA
"2013-05-28",0.19278,0.05
"2013-05-29",0.19378,0.05
"2013-05-30",0.19378,0.04
"2013-05-31",0.19428,0.04
"2013-06-03",0.19398,0.05
"2013-06-04",0.19328,0.04
"2013-06-05",0.19328,0.05
"2013-06-06",0.19288,0.05
"2013-06-07",0.19238,0.04
"2013-06-10",0.1925,0.05
"2013-06-11",0.1925,0.05
"2013-06-12",0.1925,0.05
"2013-06-13",0.1925,0.05
"2013-06-14",0.1925,0.05
"2013-06-17",0.1916,0.05
"2013-06-18",0.1916,0.05
"2013-06-19",0.1916,0.05
"2013-06-20",0.193,0.05
"2013-06-21",0.193,0.05
"2013-06-24",0.19535,0.06
"2013-06-25",0.19435,0.06
"2013-06-26",0.19535,0.06
"2013-06-27",0.19505,0.06
"2013-06-28",0.19465,0.04
"2013-07-01",0.1958,0.04
"2013-07-02",0.19528,0.03
"2013-07-03",0.19478,0.05
"2013-07-04",0.19478,NA
"2013-07-05",0.19478,0.04
"2013-07-08",0.19278,0.05
"2013-07-09",0.19276,0.04
"2013-07-10",0.19213,0.04
"2013-07-11",0.19103,0.04
"2013-07-12",0.19193,0.04
"2013-07-15",0.19193,0.04
"2013-07-16",0.19053,0.03
"2013-07-17",0.19153,0.03
"2013-07-18",0.19153,0.03
"2013-07-19",0.19103,0.03
"2013-07-22",0.19053,0.04
"2013-07-23",0.19003,0.02
"2013-07-24",0.18933,0.03
"2013-07-25",0.18643,0.02
"2013-07-26",0.18643,0.03
"2013-07-29",0.18643,0.03
"2013-07-30",0.18723,0.04
"2013-07-31",0.18673,0.04
"2013-08-01",0.18593,0.04
"2013-08-02",0.18593,0.04
"2013-08-05",0.18603,0.05
"2013-08-06",0.18503,0.04
"2013-08-07",0.18503,0.05
"2013-08-08",0.18503,0.05
"2013-08-09",0.18456,0.05
"2013-08-12",0.18456,0.06
"2013-08-13",0.18406,0.06
"2013-08-14",0.18406,0.05
"2013-08-15",0.18406,0.05
"2013-08-16",0.18406,0.05
"2013-08-19",0.18356,0.06
"2013-08-20",0.18286,0.04
"2013-08-21",0.18336,0.04
"2013-08-22",0.18406,0.03
"2013-08-23",0.18406,0.03
"2013-08-26",NA,0.04
"2013-08-27",0.18256,0.05
"2013-08-28",0.18206,0.03
"2013-08-29",0.18256,0.02
"2013-08-30",0.18206,0.03
"2013-09-02",0.18256,NA
"2013-09-03",0.18206,0.02
"2013-09-04",0.1817,0.02
"2013-09-05",0.1819,0.02
"2013-09-06",0.1819,0.02
"2013-09-09",0.1819,0.02
"2013-09-10",0.1814,0.02
"2013-09-11",0.1824,0.02
"2013-09-12",0.1823,0.01
"2013-09-13",0.1802,0.01
"2013-09-16",0.17925,0.02
"2013-09-17",0.1805,0.01
"2013-09-18",0.18,0.01
"2013-09-19",0.17925,0.01
"2013-09-20",0.1795,0.01
"2013-09-23",0.17885,0.02
"2013-09-24",0.1798,0.02
"2013-09-25",0.17905,0.02
"2013-09-26",0.17905,0
"2013-09-27",0.17965,0.02
"2013-09-30",0.17885,0.02
"2013-10-01",0.178,0.02
"2013-10-02",0.17575,0.02
"2013-10-03",0.1743,0.03
"2013-10-04",0.1733,0.03
"2013-10-07",0.1738,0.03
"2013-10-08",0.174,0.05
"2013-10-09",0.17725,0.05
"2013-10-10",0.174,0.05
"2013-10-11",0.174,0.08
"2013-10-14",0.1755,NA
"2013-10-15",0.17375,0.14
"2013-10-16",0.1755,0.1
"2013-10-17",0.1725,0.05
"2013-10-18",0.172,0.04
"2013-10-21",0.17,0.04
"2013-10-22",0.17,0.04
"2013-10-23",0.1702,0.04
"2013-10-24",0.171,0.03
"2013-10-25",0.1686,0.04
"2013-10-28",0.1681,0.04
"2013-10-29",0.168,0.04
"2013-10-30",0.168,0.04
"2013-10-31",0.168,0.04
"2013-11-01",0.1685,0.04
"2013-11-04",0.1685,0.05
"2013-11-05",0.1685,0.05
"2013-11-06",0.1685,0.05
"2013-11-07",0.1675,0.05
"2013-11-08",0.1685,0.06
"2013-11-11",0.1685,NA
"2013-11-12",0.1685,0.08
"2013-11-13",0.1677,0.08
"2013-11-14",0.1675,0.08
"2013-11-15",0.1675,0.08
"2013-11-18",0.168,0.09
"2013-11-19",0.167,0.08
"2013-11-20",0.1665,0.08
"2013-11-21",0.166,0.07
"2013-11-22",0.1655,0.07
"2013-11-25",0.164,0.08
"2013-11-26",0.164,0.07
"2013-11-27",0.165,0.07
"2013-11-28",0.16875,NA
"2013-11-29",0.16825,0.06
"2013-12-02",0.16825,0.05
"2013-12-03",0.1675,0.06
"2013-12-04",0.1685,0.06
"2013-12-05",0.16785,0.06
"2013-12-06",0.1695,0.06
"2013-12-09",0.1706,0.07
"2013-12-10",0.16935,0.07
"2013-12-11",0.16735,0.07
"2013-12-12",0.1666,0.07
"2013-12-13",0.164,0.07
"2013-12-16",0.165,0.07
"2013-12-17",0.1663,0.07
"2013-12-18",0.1668,0.07
"2013-12-19",0.1645,0.06
"2013-12-20",0.164,0.07
"2013-12-23",0.1646,0.07
"2013-12-24",0.167,0.07
"2013-12-25",NA,NA
"2013-12-26",NA,0.07
"2013-12-27",0.169,0.07
"2013-12-30",0.1702,0.07
"2013-12-31",0.1677,0.07
"2014-01-01",NA,NA
"2014-01-02",0.1683,0.07
"2014-01-03",0.1647,0.07
"2014-01-06",0.1625,0.05
"2014-01-07",0.1615,0.04
"2014-01-08",0.161,0.05
"2014-01-09",0.1603,0.04
"2014-01-10",0.1604,0.05
"2014-01-13",0.16,0.03
"2014-01-14",0.159,0.04
"2014-01-15",0.1587,0.04
"2014-01-16",0.157,0.04
"2014-01-17",0.157,0.05
"2014-01-20",0.157,NA
"2014-01-21",0.157,0.04
"2014-01-22",0.158,0.04
"2014-01-23",0.158,0.04
"2014-01-24",0.1612,0.04
"2014-01-27",0.1585,0.05
"2014-01-28",0.159,0.05
"2014-01-29",0.1595,0.04
"2014-01-30",0.1585,0.02
"2014-01-31",0.1565,0.02
"2014-02-03",0.1571,0.05
"2014-02-04",0.1575,0.06
"2014-02-05",0.1575,0.07
"2014-02-06",0.1565,0.07
"2014-02-07",0.1555,0.08
"2014-02-10",0.15475,0.07
"2014-02-11",0.15425,0.05
"2014-02-12",0.1535,0.05
"2014-02-13",0.1545,0.03
"2014-02-14",0.1545,0.02
"2014-02-17",0.1535,NA
"2014-02-18",0.154,0.05
"2014-02-19",0.1545,0.06
"2014-02-20",0.1555,0.05
"2014-02-21",0.1555,0.05
"2014-02-24",0.1545,0.05
"2014-02-25",0.1545,0.05
"2014-02-26",0.1545,0.05
"2014-02-27",0.1545,0.04
"2014-02-28",0.1555,0.05
"2014-03-03",0.1553,0.05
"2014-03-04",0.1565,0.05
"2014-03-05",0.1556,0.06
"2014-03-06",0.1544,0.05
"2014-03-07",0.1565,0.06
"2014-03-10",0.155,0.05
"2014-03-11",0.1558,0.05
"2014-03-12",0.1555,0.05
"2014-03-13",0.155,0.05
"2014-03-14",0.15645,0.05
"2014-03-17",0.1562,0.06
"2014-03-18",0.15675,0.05
"2014-03-19",0.15755,0.06
"2014-03-20",0.1545,0.06
"2014-03-21",0.15425,0.06
"2014-03-24",0.15425,0.06
"2014-03-25",0.15375,0.05
"2014-03-26",0.153,0.05
"2014-03-27",0.1525,0.04
"2014-03-28",0.15175,0.04
"2014-03-31",0.152,0.05
"2014-04-01",0.151,0.04
"2014-04-02",0.152,0.02
"2014-04-03",0.1525,0.02
"2014-04-04",0.1525,0.03
"2014-04-07",0.152,0.03
"2014-04-08",0.1504,0.03
"2014-04-09",0.1509,0.04
"2014-04-10",0.1525,0.04
"2014-04-11",0.1522,0.04
"2014-04-14",0.1517,0.04
"2014-04-15",0.1514,0.04
"2014-04-16",0.152,0.04
"2014-04-17",0.1522,0.03
"2014-04-18",NA,NA
"2014-04-21",NA,0.04
"2014-04-22",0.1523,0.03
"2014-04-23",0.1523,0.02
"2014-04-24",0.1518,0.01
"2014-04-25",0.152,0.03
"2014-04-28",0.1503,0.03
"2014-04-29",0.1515,0.02
"2014-04-30",0.1505,0.03
"2014-05-01",0.1505,0.03
"2014-05-02",0.1515,0.02
"2014-05-05",NA,0.03
"2014-05-06",0.1505,0.03
"2014-05-07",0.1515,0.03
"2014-05-08",0.15025,0.03
"2014-05-09",0.1516,0.03
"2014-05-12",0.1511,0.03
"2014-05-13",0.1511,0.03
"2014-05-14",0.1511,0.03
"2014-05-15",0.151,0.03
"2014-05-16",0.14925,0.03
"2014-05-19",0.1485,0.03
"2014-05-20",0.14775,0.03
"2014-05-21",0.1485,0.04
"2014-05-22",0.15,0.03
"2014-05-23",0.1505,0.04
"2014-05-26",NA,NA
"2014-05-27",0.1505,0.04
"2014-05-28",0.15,0.04
"2014-05-29",0.151,0.04
"2014-05-30",0.151,0.04
"2014-06-02",0.151,0.04
"2014-06-03",0.1509,0.04
"2014-06-04",0.152,0.04
"2014-06-05",0.151,0.04
