"Strike","Last","Chg","Bid","Ask","Vol","OI","Type","Expiration","Date","Ticker"
175,48.3,-0.36999893,48.4,49.15,1,699,"calls",2020-06-19,2018-08-14,"AAPL"
180,45.05,-0.030002594,45.1,45.5,1,948,"calls",2020-06-19,2018-08-14,"AAPL"
185,42.06,0.5600014,41.8,42.25,17,991,"calls",2020-06-19,2018-08-14,"AAPL"
190,38.7,-0.14999771,38.7,39.1,39,1288,"calls",2020-06-19,2018-08-14,"AAPL"
195,35.8,-0.11999893,35.75,36.15,2,1472,"calls",2020-06-19,2018-08-14,"AAPL"
200,33,0,33,33.3,266,3519,"calls",2020-06-19,2018-08-14,"AAPL"
205,30.43,0.1800003,30.25,30.6,22,556,"calls",2020-06-19,2018-08-14,"AAPL"
210,27.55,-0.40999985,27.65,28,27,2591,"calls",2020-06-19,2018-08-14,"AAPL"
215,25.98,0.27000046,25.35,25.65,3,1350,"calls",2020-06-19,2018-08-14,"AAPL"
220,23.22,0.02999878,23.1,23.4,69,2899,"calls",2020-06-19,2018-08-14,"AAPL"
225,21.25,-0.11000061,21.05,21.35,108,1470,"calls",2020-06-19,2018-08-14,"AAPL"
230,19.45,0.1400013,19.05,19.4,123,273,"calls",2020-06-19,2018-08-14,"AAPL"
235,17.75,0,17.3,17.6,110,529,"calls",2020-06-19,2018-08-14,"AAPL"
240,15.75,-0.19999981,15.65,15.95,49,602,"calls",2020-06-19,2018-08-14,"AAPL"
245,14.1,-0.39999962,14.15,14.4,3,150,"calls",2020-06-19,2018-08-14,"AAPL"
250,12.8,-0.3000002,12.75,13.05,21,2636,"calls",2020-06-19,2018-08-14,"AAPL"
260,10.2,0,10.3,10.6,40,510,"calls",2020-06-19,2018-08-14,"AAPL"
270,8.51,0.05000019,8.3,8.55,9,382,"calls",2020-06-19,2018-08-14,"AAPL"
280,6.65,-0.25,6.65,6.9,51,318,"calls",2020-06-19,2018-08-14,"AAPL"
290,5.55,0.13000011,5.3,5.6,10,281,"calls",2020-06-19,2018-08-14,"AAPL"
300,4.3,-0.009999752,4.25,4.5,9,3629,"calls",2020-06-19,2018-08-14,"AAPL"
310,3.44,-0.16999984,3.35,3.55,96,748,"calls",2020-06-19,2018-08-14,"AAPL"
85,0.31,-0.00999999,0.27,0.31,7,873,"puts",2020-06-19,2018-08-14,"AAPL"
90,0.38,0.01999998,0.36,0.48,3,357,"puts",2020-06-19,2018-08-14,"AAPL"
95,0.53,0,0.46,0.51,50,160,"puts",2020-06-19,2018-08-14,"AAPL"
100,0.61,0,0.6,0.74,2,199,"puts",2020-06-19,2018-08-14,"AAPL"
105,0.84,0,0.74,0.8,1,297,"puts",2020-06-19,2018-08-14,"AAPL"
110,0.96,0,0.94,1,3,241,"puts",2020-06-19,2018-08-14,"AAPL"
115,1.22,0.05000007,1.17,1.23,1,315,"puts",2020-06-19,2018-08-14,"AAPL"
120,1.4,0,1.36,1.51,100,1541,"puts",2020-06-19,2018-08-14,"AAPL"
125,1.83,0.05000007,1.74,1.83,6,291,"puts",2020-06-19,2018-08-14,"AAPL"
130,2.2,0.03999996,2.16,2.33,1,458,"puts",2020-06-19,2018-08-14,"AAPL"
135,2.61,0,2.58,2.67,2,182,"puts",2020-06-19,2018-08-14,"AAPL"
140,3.1,0,3.05,3.2,20,703,"puts",2020-06-19,2018-08-14,"AAPL"
145,3.7,-0.20000005,3.65,3.8,40,662,"puts",2020-06-19,2018-08-14,"AAPL"
150,4.36,0.21000004,4.3,4.5,55,2145,"puts",2020-06-19,2018-08-14,"AAPL"
155,5.21,0,5.15,5.45,10,486,"puts",2020-06-19,2018-08-14,"AAPL"
160,6,0,5.95,6.15,2,1447,"puts",2020-06-19,2018-08-14,"AAPL"
165,7,0,6.95,7.15,6,289,"puts",2020-06-19,2018-08-14,"AAPL"
170,7.77,0,8.05,8.25,32,572,"puts",2020-06-19,2018-08-14,"AAPL"
175,9.3,-0.3199997,9.25,9.4,14,479,"puts",2020-06-19,2018-08-14,"AAPL"
180,10.7,-0.07000065,10.65,10.85,3,538,"puts",2020-06-19,2018-08-14,"AAPL"
185,12.25,-0.10000038,12.15,12.4,4,475,"puts",2020-06-19,2018-08-14,"AAPL"
190,13.9,-0.20000076,13.8,14.05,18,884,"puts",2020-06-19,2018-08-14,"AAPL"
195,15.8,0.6000004,15.6,15.85,5,267,"puts",2020-06-19,2018-08-14,"AAPL"
200,17.89,0.43999863,17.6,17.85,3,413,"puts",2020-06-19,2018-08-14,"AAPL"
205,19.35,0,19.7,20,28,489,"puts",2020-06-19,2018-08-14,"AAPL"
210,22.15,-0.23999977,22,22.2,4,1328,"puts",2020-06-19,2018-08-14,"AAPL"
215,24.87,0,24.45,24.75,39,197,"puts",2020-06-19,2018-08-14,"AAPL"
220,27.45,0,27.1,27.4,7,118,"puts",2020-06-19,2018-08-14,"AAPL"
225,30.11,0.11000061,29.9,30.25,13,160,"puts",2020-06-19,2018-08-14,"AAPL"
230,33.55,0,32.85,33.2,1,103,"puts",2020-06-19,2018-08-14,"AAPL"
235,36.59,0,36,36.35,12,48,"puts",2020-06-19,2018-08-14,"AAPL"
240,39.97,0,39.3,39.65,24,46,"puts",2020-06-19,2018-08-14,"AAPL"
245,43.35,-16.850002,42.75,43.1,10,38,"puts",2020-06-19,2018-08-14,"AAPL"
250,46.77,0,46.35,46.75,2,438,"puts",2020-06-19,2018-08-14,"AAPL"
260,69.6,-4.1500015,69.25,70.65,12,18,"puts",2020-06-19,2018-08-14,"AAPL"
270,82.85,82.85,77,82,0,19,"puts",2020-06-19,2018-08-14,"AAPL"
280,74.36,0.5200043,71.25,74.4,55,28,"puts",2020-06-19,2018-08-14,"AAPL"
290,126.3,126.3,96.5,101,0,0,"puts",2020-06-19,2018-08-14,"AAPL"
300,94.05,0.7100067,90.05,95,55,53,"puts",2020-06-19,2018-08-14,"AAPL"
8,4.45,0,4.3,4.4,74,352,"calls",2018-08-17,2018-08-14,"GE"
9,3.45,0,3.3,3.4,55,191,"calls",2018-08-17,2018-08-14,"GE"
10,2.38,-0.13999987,2.33,2.35,10,852,"calls",2018-08-17,2018-08-14,"GE"
10.5,2.78,0,2.59,2.68,157,157,"calls",2018-08-17,2018-08-14,"GE"
11,1.36,-0.120000005,1.33,1.35,199,1684,"calls",2018-08-17,2018-08-14,"GE"
11.5,0.9,-0.060000002,0.84,0.87,128,1369,"calls",2018-08-17,2018-08-14,"GE"
12,0.38,-0.099999994,0.37,0.38,8006,16242,"calls",2018-08-17,2018-08-14,"GE"
12.5,0.06,-0.06999999,0.06,0.08,10184,11359,"calls",2018-08-17,2018-08-14,"GE"
13,0.03,0,0.02,0.03,4288,31748,"calls",2018-08-17,2018-08-14,"GE"
13.5,0.01,-0.02,0.01,0.02,1013,39897,"calls",2018-08-17,2018-08-14,"GE"
14,0.01,0,0,0.01,1054,82417,"calls",2018-08-17,2018-08-14,"GE"
14.5,0.01,0,0,0.01,2,1360,"calls",2018-08-17,2018-08-14,"GE"
15,0.01,0,0.01,0.01,76,42319,"calls",2018-08-17,2018-08-14,"GE"
15.5,0.02,0,0,0.02,50,50,"calls",2018-08-17,2018-08-14,"GE"
16,0.01,-0.01,0,0.01,72,10710,"calls",2018-08-17,2018-08-14,"GE"
17,0.01,0,0,0.02,2,4672,"calls",2018-08-17,2018-08-14,"GE"
18,0.01,0.01,0,0.01,179,1285,"calls",2018-08-17,2018-08-14,"GE"
19,0.01,0.01,0,0.02,35,561,"calls",2018-08-17,2018-08-14,"GE"
21,0.01,0.01,0,0.01,50,57,"calls",2018-08-17,2018-08-14,"GE"
22,0.01,0,0,0.01,1,112,"calls",2018-08-17,2018-08-14,"GE"
6,0.01,0.01,0,0.01,0,90,"puts",2018-08-17,2018-08-14,"GE"
7,0.01,0.01,0,0.01,0,32,"puts",2018-08-17,2018-08-14,"GE"
8,0.01,0,0,0.01,4,189,"puts",2018-08-17,2018-08-14,"GE"
9,0.02,0.02,0.01,0.02,6,97,"puts",2018-08-17,2018-08-14,"GE"
10,0.01,0,0,0.01,101,819,"puts",2018-08-17,2018-08-14,"GE"
11,0.01,0,0,0.01,1,3747,"puts",2018-08-17,2018-08-14,"GE"
11.5,0.01,-0.01,0,0.02,6,150,"puts",2018-08-17,2018-08-14,"GE"
12,0.04,0,0.03,0.04,1376,25374,"puts",2018-08-17,2018-08-14,"GE"
12.5,0.23,0.049999997,0.23,0.24,7632,11113,"puts",2018-08-17,2018-08-14,"GE"
13,0.66,0.110000014,0.66,0.68,2238,62486,"puts",2018-08-17,2018-08-14,"GE"
13.5,0.95,-0.109999955,1.16,1.19,50,2409,"puts",2018-08-17,2018-08-14,"GE"
14,1.65,0.100000024,1.66,1.69,96,67867,"puts",2018-08-17,2018-08-14,"GE"
14.5,2.12,0.059999943,2.15,2.17,12,334,"puts",2018-08-17,2018-08-14,"GE"
15,2.66,0.1500001,2.66,2.69,236,12253,"puts",2018-08-17,2018-08-14,"GE"
15.5,2.47,0.10000014,2.7,2.75,3,51,"puts",2018-08-17,2018-08-14,"GE"
16,3.63,0.13000011,3.6,3.7,57,4632,"puts",2018-08-17,2018-08-14,"GE"
16.5,4.15,0,4.1,4.2,1,1,"puts",2018-08-17,2018-08-14,"GE"
17,4.65,0.36000013,4.65,4.7,14,707,"puts",2018-08-17,2018-08-14,"GE"
18,5.5,0,5.6,5.7,10,133,"puts",2018-08-17,2018-08-14,"GE"
19,5.1,-0.8000002,6.15,6.3,1,1,"puts",2018-08-17,2018-08-14,"GE"
20,5.75,5.75,6.05,6.15,0,5,"puts",2018-08-17,2018-08-14,"GE"
22,9.55,1.5,9.6,9.7,5,5,"puts",2018-08-17,2018-08-14,"GE"
8.5,4.2,0,3.8,3.9,4,4,"calls",2018-08-24,2018-08-14,"GE"
9.5,3.55,0,3.5,3.6,1,1,"calls",2018-08-24,2018-08-14,"GE"
10,3.1,0,2.97,3.15,3,0,"calls",2018-08-24,2018-08-14,"GE"
11,1.46,0,1.36,1.38,225,484,"calls",2018-08-24,2018-08-14,"GE"
11.5,0.89,-0.15999997,0.86,0.89,44,254,"calls",2018-08-24,2018-08-14,"GE"
12,0.45,-0.09000003,0.42,0.45,520,1251,"calls",2018-08-24,2018-08-14,"GE"
12.5,0.13,-0.08,0.13,0.14,1485,4168,"calls",2018-08-24,2018-08-14,"GE"
13,0.05,-0.02,0.04,0.05,1613,4478,"calls",2018-08-24,2018-08-14,"GE"
13.5,0.02,0,0.02,0.03,111,4870,"calls",2018-08-24,2018-08-14,"GE"
14,0.02,0,0.01,0.02,51,4467,"calls",2018-08-24,2018-08-14,"GE"
14.5,0.02,0,0.01,0.02,2,1098,"calls",2018-08-24,2018-08-14,"GE"
15,0.01,-0.01,0,0.01,1,678,"calls",2018-08-24,2018-08-14,"GE"
15.5,0.01,0,0,0.02,1,313,"calls",2018-08-24,2018-08-14,"GE"
16,0.01,0,0,0.02,178,267,"calls",2018-08-24,2018-08-14,"GE"
16.5,0.01,0,0,0.01,10,12,"calls",2018-08-24,2018-08-14,"GE"
17,0.02,0,0,0.04,39,72,"calls",2018-08-24,2018-08-14,"GE"
17.5,0.03,0.01,0,0.04,3,20,"calls",2018-08-24,2018-08-14,"GE"
18,0.01,0,0,0.01,2,2,"calls",2018-08-24,2018-08-14,"GE"
9,0.02,0,0,0.02,3,3,"puts",2018-08-24,2018-08-14,"GE"
10,0.01,0,0,0.02,10,62,"puts",2018-08-24,2018-08-14,"GE"
10.5,0.01,-0.02,0,0.01,3,10,"puts",2018-08-24,2018-08-14,"GE"
11,0.02,0,0.01,0.02,6,43,"puts",2018-08-24,2018-08-14,"GE"
11.5,0.03,0,0.02,0.03,306,2901,"puts",2018-08-24,2018-08-14,"GE"
12,0.09,0.010000005,0.08,0.09,624,1808,"puts",2018-08-24,2018-08-14,"GE"
12.5,0.3,0.050000012,0.28,0.3,4130,3771,"puts",2018-08-24,2018-08-14,"GE"
13,0.69,0.13999999,0.68,0.69,618,2211,"puts",2018-08-24,2018-08-14,"GE"
13.5,1.13,0.100000024,1.16,1.18,112,1603,"puts",2018-08-24,2018-08-14,"GE"
14,1.51,0,1.66,1.68,27,702,"puts",2018-08-24,2018-08-14,"GE"
14.5,1.85,0,2.15,2.2,1,128,"puts",2018-08-24,2018-08-14,"GE"
15,2.63,0.2900002,2.63,2.69,1,60,"puts",2018-08-24,2018-08-14,"GE"
15.5,2.49,0,2.71,2.75,5,543,"puts",2018-08-24,2018-08-14,"GE"
16,3.65,0.3000002,3.65,3.7,1,40,"puts",2018-08-24,2018-08-14,"GE"
16.5,3.35,0,3.3,3.4,4,2,"puts",2018-08-24,2018-08-14,"GE"
17.5,3.45,0,3.55,3.65,4,4,"puts",2018-08-24,2018-08-14,"GE"
8,4.65,0,4.3,4.4,1,1,"calls",2018-08-31,2018-08-14,"GE"
10,2.8,-0.5,2.79,2.82,28,23,"calls",2018-08-31,2018-08-14,"GE"
11,2.23,0,2.13,2.2,5,108,"calls",2018-08-31,2018-08-14,"GE"
11.5,1.25,0,0.87,0.92,1,114,"calls",2018-08-31,2018-08-14,"GE"
12,0.52,-0.120000005,0.48,0.5,479,897,"calls",2018-08-31,2018-08-14,"GE"
12.5,0.21,-0.060000017,0.2,0.21,346,1509,"calls",2018-08-31,2018-08-14,"GE"
13,0.08,-0.030000001,0.07,0.08,675,4128,"calls",2018-08-31,2018-08-14,"GE"
13.5,0.04,-0.010000002,0.03,0.04,289,4844,"calls",2018-08-31,2018-08-14,"GE"
14,0.02,-0.01,0.02,0.03,51,4722,"calls",2018-08-31,2018-08-14,"GE"
14.5,0.02,0.01,0.01,0.02,12,1380,"calls",2018-08-31,2018-08-14,"GE"
15,0.02,0,0,0.02,17,755,"calls",2018-08-31,2018-08-14,"GE"
15.5,0.01,-0.02,0,0.02,3,169,"calls",2018-08-31,2018-08-14,"GE"
16,0.02,0,0,0.02,10,129,"calls",2018-08-31,2018-08-14,"GE"
16.5,0.01,-0.01,0.03,0.02,35,50,"calls",2018-08-31,2018-08-14,"GE"
18,0.03,0,0,0.05,2,0,"calls",2018-08-31,2018-08-14,"GE"
10,0.01,0,0,0.02,20,20,"puts",2018-08-31,2018-08-14,"GE"
10.5,0.02,0,0,0.03,1,1,"puts",2018-08-31,2018-08-14,"GE"
11,0.02,0,0,0.03,1,122,"puts",2018-08-31,2018-08-14,"GE"
11.5,0.04,0,0.04,0.06,394,419,"puts",2018-08-31,2018-08-14,"GE"
12,0.13,0.019999996,0.13,0.14,82,703,"puts",2018-08-31,2018-08-14,"GE"
12.5,0.35,0.03999999,0.34,0.35,430,1355,"puts",2018-08-31,2018-08-14,"GE"
13,0.69,0.060000002,0.71,0.73,184,1865,"puts",2018-08-31,2018-08-14,"GE"
13.5,1.1,0.07000005,1.17,1.19,3,1152,"puts",2018-08-31,2018-08-14,"GE"
14,1.58,0.03000009,1.65,1.68,6,561,"puts",2018-08-31,2018-08-14,"GE"
14.5,2.02,0.46000004,2.14,2.17,19,35,"puts",2018-08-31,2018-08-14,"GE"
15,1.9,0,1.85,1.88,1,129,"puts",2018-08-31,2018-08-14,"GE"
15.5,2.35,-0.01999998,2.34,2.43,1,325,"puts",2018-08-31,2018-08-14,"GE"
16,3.62,0.75,3.6,3.7,3,378,"puts",2018-08-31,2018-08-14,"GE"
16.5,3.47,0.06999993,3.7,3.75,135,208,"puts",2018-08-31,2018-08-14,"GE"
17,3.9,0,4.2,4.25,8,915,"puts",2018-08-31,2018-08-14,"GE"
17.5,4.1,0,4.3,4.4,300,301,"puts",2018-08-31,2018-08-14,"GE"
19,6,0,5.8,6,20,20,"puts",2018-08-31,2018-08-14,"GE"
8.5,3.95,0,3.8,3.9,43,44,"calls",2018-09-07,2018-08-14,"GE"
9.5,3.2,0,2.85,2.89,1,1,"calls",2018-09-07,2018-08-14,"GE"
10.5,1.91,0,1.86,1.9,31,0,"calls",2018-09-07,2018-08-14,"GE"
11,1.58,0,1.37,1.41,191,191,"calls",2018-09-07,2018-08-14,"GE"
12,0.57,-0.04000002,0.52,0.54,3,42,"calls",2018-09-07,2018-08-14,"GE"
12.5,0.26,-0.060000002,0.23,0.25,196,156,"calls",2018-09-07,2018-08-14,"GE"
13,0.11,-0.030000001,0.1,0.11,383,1401,"calls",2018-09-07,2018-08-14,"GE"
13.5,0.05,-0.02,0.04,0.05,350,2361,"calls",2018-09-07,2018-08-14,"GE"
14,0.03,0,0.02,0.03,4,1322,"calls",2018-09-07,2018-08-14,"GE"
14.5,0.03,-0.01,0.02,0.04,1,469,"calls",2018-09-07,2018-08-14,"GE"
15,0.02,0,0,0.04,36,119,"calls",2018-09-07,2018-08-14,"GE"
15.5,0.03,0,0,0.03,2,3,"calls",2018-09-07,2018-08-14,"GE"
16,0.02,0,0,0.05,10,0,"calls",2018-09-07,2018-08-14,"GE"
10,0.01,0,0,0.03,30,31,"puts",2018-09-07,2018-08-14,"GE"
11,0.04,0,0.02,0.04,20,30,"puts",2018-09-07,2018-08-14,"GE"
11.5,0.07,0,0,0,201,220,"puts",2018-09-07,2018-08-14,"GE"
12,0.17,0.030000001,0.16,0.17,22,96,"puts",2018-09-07,2018-08-14,"GE"
12.5,0.38,0.030000001,0.37,0.39,259,1181,"puts",2018-09-07,2018-08-14,"GE"
13,0.72,0.09000003,0.73,0.75,744,7869,"puts",2018-09-07,2018-08-14,"GE"
13.5,1.19,0.05000007,1.16,1.2,5,504,"puts",2018-09-07,2018-08-14,"GE"
14,1.62,0.08000004,1.64,1.68,2,699,"puts",2018-09-07,2018-08-14,"GE"
14.5,1.39,0.03999996,0.01,3.35,20,86,"puts",2018-09-07,2018-08-14,"GE"
16,2.8,0,2.81,4.95,2,2,"puts",2018-09-07,2018-08-14,"GE"
16.5,3.41,0,3.65,3.75,1,22,"puts",2018-09-07,2018-08-14,"GE"
17,3.95,0,4.15,4.25,1,1,"puts",2018-09-07,2018-08-14,"GE"
8,4.53,0,4.25,4.55,2,2,"calls",2018-09-14,2018-08-14,"GE"
10,2.57,0,0.43,4.4,2,2,"calls",2018-09-14,2018-08-14,"GE"
11.5,1.61,0,1.02,2.02,2,3,"calls",2018-09-14,2018-08-14,"GE"
12,0.62,-0.050000012,0.55,0.59,108,86,"calls",2018-09-14,2018-08-14,"GE"
12.5,0.39,0,0,0,63,214,"calls",2018-09-14,2018-08-14,"GE"
13,0.14,-0.030000001,0.14,0.15,207,598,"calls",2018-09-14,2018-08-14,"GE"
13.5,0.07,-0.030000001,0.05,0.08,79,1106,"calls",2018-09-14,2018-08-14,"GE"
14,0.05,0,0.02,0.04,201,427,"calls",2018-09-14,2018-08-14,"GE"
14.5,0.03,0,0.01,0.04,1,3,"calls",2018-09-14,2018-08-14,"GE"
15,0.01,-0.02,0,0.05,10,216,"calls",2018-09-14,2018-08-14,"GE"
15.5,0.02,0,0,0.03,1,0,"calls",2018-09-14,2018-08-14,"GE"
16,0.02,0,0,0.02,2,0,"calls",2018-09-14,2018-08-14,"GE"
10,0.03,0,0.01,0.03,150,0,"puts",2018-09-14,2018-08-14,"GE"
11,0.04,0,0.04,0.08,30,90,"puts",2018-09-14,2018-08-14,"GE"
11.5,0.1,0,0.08,0.11,13,16,"puts",2018-09-14,2018-08-14,"GE"
12,0.2,0,0.2,0.22,1574,68,"puts",2018-09-14,2018-08-14,"GE"
12.5,0.43,0.050000012,0.42,0.5,91,873,"puts",2018-09-14,2018-08-14,"GE"
13,0.75,0.050000012,0.75,0.85,16,923,"puts",2018-09-14,2018-08-14,"GE"
13.5,1.18,0.099999905,1.18,1.27,10,1117,"puts",2018-09-14,2018-08-14,"GE"
14,1.39,0,1.63,1.82,2,77,"puts",2018-09-14,2018-08-14,"GE"
14.5,2.14,1.4200001,2.1,2.3,1,22,"puts",2018-09-14,2018-08-14,"GE"
16.5,3.45,0,3.7,3.8,28,185,"puts",2018-09-14,2018-08-14,"GE"
17,3.85,0,4.15,4.35,11,47,"puts",2018-09-14,2018-08-14,"GE"
17.5,4.5,0,4.65,4.8,2,3,"puts",2018-09-14,2018-08-14,"GE"
18,4.85,0,4.75,5.65,12,15,"puts",2018-09-14,2018-08-14,"GE"
20,6.65,0,5.55,8.05,2,0,"puts",2018-09-14,2018-08-14,"GE"
9,3.55,0.099999905,3.3,3.4,10,496,"calls",2018-09-21,2018-08-14,"GE"
10,2.41,-0.119999886,2.37,2.39,355,1928,"calls",2018-09-21,2018-08-14,"GE"
11,1.45,-0.06999993,1.39,1.43,7,1005,"calls",2018-09-21,2018-08-14,"GE"
12,0.58,-0.09000003,0.57,0.59,772,7067,"calls",2018-09-21,2018-08-14,"GE"
13,0.16,-0.02000001,0.15,0.17,13633,49202,"calls",2018-09-21,2018-08-14,"GE"
14,0.05,-0.009999998,0.04,0.05,15037,82138,"calls",2018-09-21,2018-08-14,"GE"
15,0.02,-0.02,0.02,0.03,286,150973,"calls",2018-09-21,2018-08-14,"GE"
16,0.03,0.01,0.02,0.03,32,135116,"calls",2018-09-21,2018-08-14,"GE"
17,0.03,0.02,0.01,0.02,401,44240,"calls",2018-09-21,2018-08-14,"GE"
18,0.01,0,0.01,0.02,235,40647,"calls",2018-09-21,2018-08-14,"GE"
19,0.01,0,0,0.01,2,17661,"calls",2018-09-21,2018-08-14,"GE"
20,0.01,-0.01,0,0.01,78,48043,"calls",2018-09-21,2018-08-14,"GE"
21,0.01,0.01,0,0.02,8,12319,"calls",2018-09-21,2018-08-14,"GE"
22,0.01,0,0,0.01,500,22071,"calls",2018-09-21,2018-08-14,"GE"
23,0.01,-0.02,0,0.01,500,15058,"calls",2018-09-21,2018-08-14,"GE"
24,0.01,0.01,0,0.02,0,1783,"calls",2018-09-21,2018-08-14,"GE"
25,0.02,0,0,0.01,500,36504,"calls",2018-09-21,2018-08-14,"GE"
27,0.01,0.01,0,0.02,1,9175,"calls",2018-09-21,2018-08-14,"GE"
30,0.01,0.01,0,0.01,0,4973,"calls",2018-09-21,2018-08-14,"GE"
32,0.01,0.01,0,0.01,0,2291,"calls",2018-09-21,2018-08-14,"GE"
35,0.02,0.02,0,0.01,0,1358,"calls",2018-09-21,2018-08-14,"GE"
37,0.01,0.01,0,0.01,0,161,"calls",2018-09-21,2018-08-14,"GE"
40,0.01,0.01,0,0.01,5,526,"calls",2018-09-21,2018-08-14,"GE"
9,0.01,0,0.01,0.02,1576,3800,"puts",2018-09-21,2018-08-14,"GE"
10,0.03,0.02,0.02,0.03,3,17836,"puts",2018-09-21,2018-08-14,"GE"
11,0.06,0,0.05,0.06,249,15029,"puts",2018-09-21,2018-08-14,"GE"
12,0.25,0.019999996,0.25,0.26,3936,63456,"puts",2018-09-21,2018-08-14,"GE"
13,0.85,0.08000004,0.84,0.87,1679,265854,"puts",2018-09-21,2018-08-14,"GE"
14,1.75,0.100000024,1.73,1.76,585,55276,"puts",2018-09-21,2018-08-14,"GE"
15,2.72,0.1500001,2.7,2.75,508,64357,"puts",2018-09-21,2018-08-14,"GE"
16,3.69,0.1400001,3.7,3.75,43,22337,"puts",2018-09-21,2018-08-14,"GE"
17,4.65,0.07999992,4.65,4.75,3,17294,"puts",2018-09-21,2018-08-14,"GE"
18,5.63,0.5300002,5.65,5.75,30,28662,"puts",2018-09-21,2018-08-14,"GE"
19,6.28,0.4300003,6.2,6.3,40,4785,"puts",2018-09-21,2018-08-14,"GE"
20,7.3,0.3000002,7.2,7.3,35,10072,"puts",2018-09-21,2018-08-14,"GE"
21,8.3,0.35000038,8.2,8.3,74,19,"puts",2018-09-21,2018-08-14,"GE"
22,8.85,0,9.2,9.3,1,8,"puts",2018-09-21,2018-08-14,"GE"
23,10.6,0,10.65,10.95,47,9062,"puts",2018-09-21,2018-08-14,"GE"
24,10.74,10.74,9.95,11.3,0,0,"puts",2018-09-21,2018-08-14,"GE"
25,12.45,0,12.65,12.85,2,271,"puts",2018-09-21,2018-08-14,"GE"
27,14.02,0,14.2,14.25,5,1341,"puts",2018-09-21,2018-08-14,"GE"
30,17.71,1.8599987,17.65,17.7,31,6636,"puts",2018-09-21,2018-08-14,"GE"
32,18.75,18.75,18,20.15,0,0,"puts",2018-09-21,2018-08-14,"GE"
35,17.6,17.6,21,23.15,0,0,"puts",2018-09-21,2018-08-14,"GE"
37,11.7,0,24.15,24.5,0,1,"puts",2018-09-21,2018-08-14,"GE"
40,25.12,25.12,26,28.05,0,0,"puts",2018-09-21,2018-08-14,"GE"
11.5,1.15,0,0.96,1.01,1,1,"calls",2018-09-28,2018-08-14,"GE"
12,0.68,0,0.55,0.64,1,1,"calls",2018-09-28,2018-08-14,"GE"
12.5,0.35,-0.06999999,0.31,0.36,18,142,"calls",2018-09-28,2018-08-14,"GE"
13,0.18,-0.03999999,0.17,0.21,161,180,"calls",2018-09-28,2018-08-14,"GE"
13.5,0.08,-0.04,0.08,0.12,49,878,"calls",2018-09-28,2018-08-14,"GE"
14,0.07,-0.009999998,0.05,0.07,14,60,"calls",2018-09-28,2018-08-14,"GE"
15,0.03,0,0,0.04,55,0,"calls",2018-09-28,2018-08-14,"GE"
16,0.03,0,0,0.03,1,1,"calls",2018-09-28,2018-08-14,"GE"
16.5,0.02,0,0,0.03,1,0,"calls",2018-09-28,2018-08-14,"GE"
9,0.02,0,0,0.03,7,0,"puts",2018-09-28,2018-08-14,"GE"
9.5,0.03,0.01,0,0.03,91,1,"puts",2018-09-28,2018-08-14,"GE"
10.5,0.03,0,0,0.08,10,0,"puts",2018-09-28,2018-08-14,"GE"
11,0.08,0,0.07,0.13,3,0,"puts",2018-09-28,2018-08-14,"GE"
11.5,0.16,0,0.14,0.16,25,72,"puts",2018-09-28,2018-08-14,"GE"
12,0.25,0,0.3,0.31,20,273,"puts",2018-09-28,2018-08-14,"GE"
12.5,0.54,0.07000002,0.53,0.58,133,163,"puts",2018-09-28,2018-08-14,"GE"
13,0.85,0.110000014,0.86,0.93,20,52,"puts",2018-09-28,2018-08-14,"GE"
13.5,1.1,0,1.27,1.35,50,21,"puts",2018-09-28,2018-08-14,"GE"
14,1.75,0.47000003,1.7,1.85,3,1,"puts",2018-09-28,2018-08-14,"GE"
14.5,2.19,0.59000003,2.16,2.35,1,7,"puts",2018-09-28,2018-08-14,"GE"
9,3.63,0,3.3,3.4,2,13,"calls",2018-10-19,2018-08-14,"GE"
10,2.39,-0.109999895,2.36,2.4,71,379,"calls",2018-10-19,2018-08-14,"GE"
11,1.5,-0.100000024,1.45,1.48,59,124,"calls",2018-10-19,2018-08-14,"GE"
12,0.76,-0.050000012,0.73,0.74,913,1152,"calls",2018-10-19,2018-08-14,"GE"
13,0.3,-0.030000001,0.29,0.31,2560,14492,"calls",2018-10-19,2018-08-14,"GE"
14,0.12,-0.009999998,0.12,0.13,3819,10413,"calls",2018-10-19,2018-08-14,"GE"
15,0.06,0,0.05,0.06,852,9552,"calls",2018-10-19,2018-08-14,"GE"
16,0.03,0,0.02,0.04,3461,3978,"calls",2018-10-19,2018-08-14,"GE"
17,0.02,0,0.01,0.03,100,134,"calls",2018-10-19,2018-08-14,"GE"
9,0.03,0,0,0.04,3,3,"puts",2018-10-19,2018-08-14,"GE"
10,0.05,0.010000002,0.04,0.05,26,325,"puts",2018-10-19,2018-08-14,"GE"
11,0.13,0.009999998,0.14,0.15,72197,1227,"puts",2018-10-19,2018-08-14,"GE"
12,0.43,0.06999999,0.42,0.43,72727,3053,"puts",2018-10-19,2018-08-14,"GE"
13,1,0.100000024,0.99,1.01,7643,14718,"puts",2018-10-19,2018-08-14,"GE"
14,1.75,0.049999952,1.82,1.85,59,3521,"puts",2018-10-19,2018-08-14,"GE"
15,2.72,0.11000013,2.74,2.79,330,2127,"puts",2018-10-19,2018-08-14,"GE"
16,3.6,0.049999952,3.7,3.75,12,159,"puts",2018-10-19,2018-08-14,"GE"
