"Strike","Last","Chg","Bid","Ask","Vol","OI","Type","Expiration","Date","Ticker"
32,0.65,-0.18,0.64,0.68,115,263,"puts",2018-08-31,2018-08-14,"TWTR"
32.5,0.86,-0.18999994,0.82,0.87,20,129,"puts",2018-08-31,2018-08-14,"TWTR"
33,1.09,-0.23000002,1.05,1.11,7,100,"puts",2018-08-31,2018-08-14,"TWTR"
33.5,1.63,0.059999943,1.33,1.38,1,98,"puts",2018-08-31,2018-08-14,"TWTR"
34,1.65,-0.20000005,1.62,1.69,4,19,"puts",2018-08-31,2018-08-14,"TWTR"
35,2.34,-0.00999999,2.33,2.39,2,535,"puts",2018-08-31,2018-08-14,"TWTR"
36,3.35,-0.16000009,3.1,3.25,10,18,"puts",2018-08-31,2018-08-14,"TWTR"
37,4.5,0.3499999,4,4.1,8,152,"puts",2018-08-31,2018-08-14,"TWTR"
37.5,5.7,-0.17000008,4.85,5.75,1,115,"puts",2018-08-31,2018-08-14,"TWTR"
38,4.81,0,4.95,5.05,3,99,"puts",2018-08-31,2018-08-14,"TWTR"
38.5,6.32,0,4.7,7.5,15,33,"puts",2018-08-31,2018-08-14,"TWTR"
39,7.21,0.07999992,6.6,7.1,4,123,"puts",2018-08-31,2018-08-14,"TWTR"
39.5,7.78,0.16000032,7.4,7.6,1,124,"puts",2018-08-31,2018-08-14,"TWTR"
40,6.94,-0.25999975,6.85,7,10,144,"puts",2018-08-31,2018-08-14,"TWTR"
40.5,8.52,0,8.4,8.75,3,6,"puts",2018-08-31,2018-08-14,"TWTR"
41,7.91,-1.0900002,7.9,8,10,56,"puts",2018-08-31,2018-08-14,"TWTR"
41.5,9.1,0,9.35,9.55,11,73,"puts",2018-08-31,2018-08-14,"TWTR"
42,9.35,0,8.8,10.65,2,27,"puts",2018-08-31,2018-08-14,"TWTR"
42.5,9.89,0,9.35,9.55,1,61,"puts",2018-08-31,2018-08-14,"TWTR"
43,8.3,4.65,8.85,9.3,23,41,"puts",2018-08-31,2018-08-14,"TWTR"
43.5,10.41,2.6999998,9.5,13.9,1,14,"puts",2018-08-31,2018-08-14,"TWTR"
44,12,0,11.8,13.95,1,12,"puts",2018-08-31,2018-08-14,"TWTR"
44.5,3.95,0,8.95,11.85,23,54,"puts",2018-08-31,2018-08-14,"TWTR"
45,12.6,0,10.8,15,7,24,"puts",2018-08-31,2018-08-14,"TWTR"
45.5,4.35,0,9.1,12.95,26,27,"puts",2018-08-31,2018-08-14,"TWTR"
46,4.3,0,9.85,13.6,8,7,"puts",2018-08-31,2018-08-14,"TWTR"
46.5,13.5,-1.1899996,13.05,15.6,1,1,"puts",2018-08-31,2018-08-14,"TWTR"
47,5,0,10.75,14.6,3,3,"puts",2018-08-31,2018-08-14,"TWTR"
48,11.05,0,13.7,14.45,1,39,"puts",2018-08-31,2018-08-14,"TWTR"
49.5,14.9,0,15.2,15.9,1,1,"puts",2018-08-31,2018-08-14,"TWTR"
50,15.9,0,14.3,16.6,1,11,"puts",2018-08-31,2018-08-14,"TWTR"
51,14.74,6.1799994,14.7,18.55,1,1,"puts",2018-08-31,2018-08-14,"TWTR"
60,28.36,0,25.9,29.9,1,0,"puts",2018-08-31,2018-08-14,"TWTR"
25,8.35,0,5.55,9.3,4,4,"calls",2018-09-07,2018-08-14,"TWTR"
26,6.1,-0.4000001,4.15,8.1,1,1,"calls",2018-09-07,2018-08-14,"TWTR"
28,5.3,0.6500001,5.1,5.3,5,108,"calls",2018-09-07,2018-08-14,"TWTR"
29,4.15,-0.19999981,4.25,4.35,1,24,"calls",2018-09-07,2018-08-14,"TWTR"
30,3.37,0.25,3.4,3.5,21,333,"calls",2018-09-07,2018-08-14,"TWTR"
31,2.46,-0.23000002,2.61,2.67,6,33,"calls",2018-09-07,2018-08-14,"TWTR"
31.5,2.23,-0.3399999,2.27,2.31,12,129,"calls",2018-09-07,2018-08-14,"TWTR"
32,1.84,-0.089999914,1.93,1.97,16,119,"calls",2018-09-07,2018-08-14,"TWTR"
32.5,1.52,-0.100000024,1.64,1.68,70,194,"calls",2018-09-07,2018-08-14,"TWTR"
33,1.41,0.059999943,1.38,1.43,482,331,"calls",2018-09-07,2018-08-14,"TWTR"
33.5,1.16,0.01999998,1.14,1.19,7,59,"calls",2018-09-07,2018-08-14,"TWTR"
34,0.96,0.060000002,0.94,0.99,39,191,"calls",2018-09-07,2018-08-14,"TWTR"
35,0.64,0.00999999,0.63,0.65,186,1356,"calls",2018-09-07,2018-08-14,"TWTR"
36,0.44,0.00999999,0.42,0.45,33,306,"calls",2018-09-07,2018-08-14,"TWTR"
37,0.3,-0.01999998,0.27,0.3,30,1173,"calls",2018-09-07,2018-08-14,"TWTR"
37.5,0.22,-0.060000002,0.22,0.25,5,184,"calls",2018-09-07,2018-08-14,"TWTR"
38,0.18,-0.06999999,0.18,0.2,7,186,"calls",2018-09-07,2018-08-14,"TWTR"
38.5,0.15,-0.030000001,0.15,0.17,7,455,"calls",2018-09-07,2018-08-14,"TWTR"
39,0.16,0,0.13,0.14,51,527,"calls",2018-09-07,2018-08-14,"TWTR"
39.5,0.14,0,0.1,0.12,22,250,"calls",2018-09-07,2018-08-14,"TWTR"
40,0.1,-0.04,0.08,0.1,5,817,"calls",2018-09-07,2018-08-14,"TWTR"
40.5,0.08,-0.020000003,0.07,0.09,1,310,"calls",2018-09-07,2018-08-14,"TWTR"
41,0.1,0,0.05,0.08,20,293,"calls",2018-09-07,2018-08-14,"TWTR"
41.5,0.07,0,0.05,0.1,1,198,"calls",2018-09-07,2018-08-14,"TWTR"
42,0.06,0.009999998,0.03,0.06,3,211,"calls",2018-09-07,2018-08-14,"TWTR"
42.5,0.32,0,0.26,0.31,4,15,"calls",2018-09-07,2018-08-14,"TWTR"
43,0.06,0,0,0.08,1,219,"calls",2018-09-07,2018-08-14,"TWTR"
43.5,3.3,0,0.2,0.26,30,30,"calls",2018-09-07,2018-08-14,"TWTR"
44,0.02,0,0,0.04,80,210,"calls",2018-09-07,2018-08-14,"TWTR"
44.5,0.02,-0.24,0,0.07,1,1,"calls",2018-09-07,2018-08-14,"TWTR"
45,0.03,-0.01,0,0.04,3,25,"calls",2018-09-07,2018-08-14,"TWTR"
45.5,0.13,0,0,0.05,10,10,"calls",2018-09-07,2018-08-14,"TWTR"
46,0.02,0,0,0.06,10,10,"calls",2018-09-07,2018-08-14,"TWTR"
47,0.02,0,0.02,0.03,6,6,"calls",2018-09-07,2018-08-14,"TWTR"
48.5,0.02,-0.07000001,0,0.04,1,2,"calls",2018-09-07,2018-08-14,"TWTR"
49,0.02,0,0,0.02,1,1,"calls",2018-09-07,2018-08-14,"TWTR"
55,0.01,-0.01,0,0.01,50,51,"calls",2018-09-07,2018-08-14,"TWTR"
60,0.02,0,0,0.03,1,1,"calls",2018-09-07,2018-08-14,"TWTR"
25,0.02,-0.05,0,0.03,40,75,"puts",2018-09-07,2018-08-14,"TWTR"
26,0.06,-0.040000003,0.04,0.08,1,37,"puts",2018-09-07,2018-08-14,"TWTR"
27,0.06,-0.010000002,0.02,0.06,3,359,"puts",2018-09-07,2018-08-14,"TWTR"
28,0.1,-0.029999994,0.07,0.1,35,756,"puts",2018-09-07,2018-08-14,"TWTR"
29,0.19,-0.040000007,0.14,0.17,11,348,"puts",2018-09-07,2018-08-14,"TWTR"
30,0.3,-0.07999998,0.27,0.29,12,639,"puts",2018-09-07,2018-08-14,"TWTR"
31,0.5,-0.13,0.47,0.51,33,183,"puts",2018-09-07,2018-08-14,"TWTR"
31.5,0.78,0.06999999,0.61,0.65,6,82,"puts",2018-09-07,2018-08-14,"TWTR"
32,0.8,-0.17000002,0.79,0.83,43,252,"puts",2018-09-07,2018-08-14,"TWTR"
32.5,1.21,0.110000014,0.98,1.03,6,134,"puts",2018-09-07,2018-08-14,"TWTR"
33,1.28,-0.18000007,1.22,1.26,1,148,"puts",2018-09-07,2018-08-14,"TWTR"
33.5,1.89,0,2.21,2.25,2,11,"puts",2018-09-07,2018-08-14,"TWTR"
34,2.78,1.0799999,2.53,2.69,2,68,"puts",2018-09-07,2018-08-14,"TWTR"
35,2.68,-0.099999905,2.47,2.52,17,210,"puts",2018-09-07,2018-08-14,"TWTR"
37,4.18,-1.2400002,4.1,4.2,10,29,"puts",2018-09-07,2018-08-14,"TWTR"
37.5,4.85,-0.71000004,4.55,4.65,6,68,"puts",2018-09-07,2018-08-14,"TWTR"
38,6.17,0.40999985,6,6.5,16,10,"puts",2018-09-07,2018-08-14,"TWTR"
38.5,6.5,0,5.3,6.75,1,23,"puts",2018-09-07,2018-08-14,"TWTR"
39,6.23,0,5.95,6.6,1,78,"puts",2018-09-07,2018-08-14,"TWTR"
39.5,7.32,0,7.2,8.55,1,9,"puts",2018-09-07,2018-08-14,"TWTR"
40,8.48,0,5.75,9.05,5,11,"puts",2018-09-07,2018-08-14,"TWTR"
40.5,8.55,0,6.3,10.4,3,3,"puts",2018-09-07,2018-08-14,"TWTR"
41,8.99,0,6.7,11,6,12,"puts",2018-09-07,2018-08-14,"TWTR"
41.5,7.35,0,7.55,7.95,3,1,"puts",2018-09-07,2018-08-14,"TWTR"
42,9.83,0,7.7,11.7,10,46,"puts",2018-09-07,2018-08-14,"TWTR"
42.5,8.18,0,7.65,9.95,1,36,"puts",2018-09-07,2018-08-14,"TWTR"
43,11.47,0,9,13.3,10,10,"puts",2018-09-07,2018-08-14,"TWTR"
43.5,10.49,0,10.15,10.4,2,0,"puts",2018-09-07,2018-08-14,"TWTR"
44.5,12,0,10.2,14.6,3,0,"puts",2018-09-07,2018-08-14,"TWTR"
45,12.63,0,10.85,15.15,3,3,"puts",2018-09-07,2018-08-14,"TWTR"
27.5,4.3,0,4.1,5,1,1,"calls",2018-09-14,2018-08-14,"TWTR"
28,5.35,0.4499998,5.25,5.35,1,21,"calls",2018-09-14,2018-08-14,"TWTR"
28.5,4.05,0,3.85,4,15,15,"calls",2018-09-14,2018-08-14,"TWTR"
29,4.45,0,4.4,4.55,25,1,"calls",2018-09-14,2018-08-14,"TWTR"
29.5,3.15,0,3.1,3.2,1,0,"calls",2018-09-14,2018-08-14,"TWTR"
30,3.6,-0.05000019,3.5,3.6,31,29,"calls",2018-09-14,2018-08-14,"TWTR"
30.5,2.9,0,3.15,3.25,30,0,"calls",2018-09-14,2018-08-14,"TWTR"
31,2.68,-0.26,2.77,2.82,20,37,"calls",2018-09-14,2018-08-14,"TWTR"
31.5,2.65,0,2.43,2.48,3,24,"calls",2018-09-14,2018-08-14,"TWTR"
32,2.04,-0.26,2.11,2.16,22,87,"calls",2018-09-14,2018-08-14,"TWTR"
32.5,1.76,0.029999971,1.84,1.92,82,183,"calls",2018-09-14,2018-08-14,"TWTR"
33,1.58,0.100000024,1.57,1.61,83,195,"calls",2018-09-14,2018-08-14,"TWTR"
33.5,1.26,-0.01999998,1.34,1.39,21,127,"calls",2018-09-14,2018-08-14,"TWTR"
34,1.12,0,1.13,1.18,55,101,"calls",2018-09-14,2018-08-14,"TWTR"
34.5,1,-0.100000024,0.95,1,4,88,"calls",2018-09-14,2018-08-14,"TWTR"
35,0.84,0.03999996,0.8,0.84,61,140,"calls",2018-09-14,2018-08-14,"TWTR"
35.5,0.67,-0.060000002,0.67,0.71,3,69,"calls",2018-09-14,2018-08-14,"TWTR"
36,0.6,0.02000004,0.55,0.6,22,70,"calls",2018-09-14,2018-08-14,"TWTR"
36.5,0.47,-0.07000002,0.46,0.51,29,21,"calls",2018-09-14,2018-08-14,"TWTR"
37,0.38,-0.030000001,0.38,0.47,5,7,"calls",2018-09-14,2018-08-14,"TWTR"
37.5,0.35,-0.050000012,0.32,0.39,4,17,"calls",2018-09-14,2018-08-14,"TWTR"
38,0.28,-0.050000012,0.27,0.31,20,42,"calls",2018-09-14,2018-08-14,"TWTR"
38.5,0.19,-0.010000005,0.15,0.19,5,6,"calls",2018-09-14,2018-08-14,"TWTR"
39,0.19,0,0.19,0.22,5,5,"calls",2018-09-14,2018-08-14,"TWTR"
40,0.14,0,0.14,0.16,2,39,"calls",2018-09-14,2018-08-14,"TWTR"
41,0.16,0,0.05,0.09,81,81,"calls",2018-09-14,2018-08-14,"TWTR"
42,0.09,0,0.06,0.1,1,25,"calls",2018-09-14,2018-08-14,"TWTR"
45,0.06,0,0,0.07,206,277,"calls",2018-09-14,2018-08-14,"TWTR"
25,0.06,0,0,0.07,20,20,"puts",2018-09-14,2018-08-14,"TWTR"
26,0.08,0,0.08,0.12,28,29,"puts",2018-09-14,2018-08-14,"TWTR"
26.5,0.12,0,0.11,0.14,253,253,"puts",2018-09-14,2018-08-14,"TWTR"
27,0.19,-0.030000001,0.14,0.18,5,15,"puts",2018-09-14,2018-08-14,"TWTR"
27.5,0.2,0,0.19,0.22,254,254,"puts",2018-09-14,2018-08-14,"TWTR"
28,0.31,0.10000001,0.24,0.28,1,68,"puts",2018-09-14,2018-08-14,"TWTR"
28.5,0.21,-0.14,0.17,0.2,5,2,"puts",2018-09-14,2018-08-14,"TWTR"
29,0.3,0,0.22,0.25,13,97,"puts",2018-09-14,2018-08-14,"TWTR"
29.5,0.41,0,0.29,0.33,4,908,"puts",2018-09-14,2018-08-14,"TWTR"
30,0.45,-0.050000012,0.38,0.41,2,332,"puts",2018-09-14,2018-08-14,"TWTR"
30.5,0.63,0,0.49,0.51,8,912,"puts",2018-09-14,2018-08-14,"TWTR"
31,0.64,-0.16000003,0.62,0.69,21,126,"puts",2018-09-14,2018-08-14,"TWTR"
31.5,0.95,-0.00999999,0.77,0.81,28,73,"puts",2018-09-14,2018-08-14,"TWTR"
32,1.17,0.03999996,0.95,1.01,1,81,"puts",2018-09-14,2018-08-14,"TWTR"
32.5,1.3,-0.0200001,1.16,1.21,19,428,"puts",2018-09-14,2018-08-14,"TWTR"
33,1.75,0.15999997,1.39,1.45,23,16,"puts",2018-09-14,2018-08-14,"TWTR"
33.5,1.9,0.27999997,1.66,1.74,21,6,"puts",2018-09-14,2018-08-14,"TWTR"
34,2.36,0.29999995,1.96,2.03,19,67,"puts",2018-09-14,2018-08-14,"TWTR"
34.5,2.55,0.39999986,2.28,2.36,2,31,"puts",2018-09-14,2018-08-14,"TWTR"
35,3.62,0,2.63,2.7,4,43,"puts",2018-09-14,2018-08-14,"TWTR"
35.5,3.86,0,3.65,3.95,5,23,"puts",2018-09-14,2018-08-14,"TWTR"
36,4.05,0,4.25,4.4,2,12,"puts",2018-09-14,2018-08-14,"TWTR"
36.5,3.95,0,3.75,3.9,3,16,"puts",2018-09-14,2018-08-14,"TWTR"
37,4.31,-0.63999987,4.2,4.3,10,2,"puts",2018-09-14,2018-08-14,"TWTR"
37.5,5.05,0.7000003,4.65,4.75,1,30,"puts",2018-09-14,2018-08-14,"TWTR"
39,5.7,0,5.85,6.9,16,16,"puts",2018-09-14,2018-08-14,"TWTR"
40,7.15,0,6.75,7.2,3,0,"puts",2018-09-14,2018-08-14,"TWTR"
45,12.07,0.3199997,11.4,13.25,10,1,"puts",2018-09-14,2018-08-14,"TWTR"
13,31.15,0,20.05,22.05,1,81,"calls",2018-09-21,2018-08-14,"TWTR"
14,18.1,-0.29999924,16.05,18.2,22,72,"calls",2018-09-21,2018-08-14,"TWTR"
15,17.7,-0.7799988,16.7,17.35,2,49,"calls",2018-09-21,2018-08-14,"TWTR"
16,16.85,0,15.8,16.2,1,29,"calls",2018-09-21,2018-08-14,"TWTR"
17,15.8,-0.24999905,16.1,16.2,36,34,"calls",2018-09-21,2018-08-14,"TWTR"
18,14,0,14,14.2,2,165,"calls",2018-09-21,2018-08-14,"TWTR"
19,13.48,0.42999935,11.05,14.6,5,141,"calls",2018-09-21,2018-08-14,"TWTR"
20,12.5,0,13.1,14.3,5,411,"calls",2018-09-21,2018-08-14,"TWTR"
21,10.65,0,10.9,12.45,23,359,"calls",2018-09-21,2018-08-14,"TWTR"
22,10.89,0,11.1,11.65,9,529,"calls",2018-09-21,2018-08-14,"TWTR"
23,8.75,0,8.95,11.1,23,413,"calls",2018-09-21,2018-08-14,"TWTR"
24,9.25,0,9.1,9.3,1,479,"calls",2018-09-21,2018-08-14,"TWTR"
25,7.79,-0.5100002,8.15,8.25,15,730,"calls",2018-09-21,2018-08-14,"TWTR"
26,7.25,0,7.2,7.3,8,836,"calls",2018-09-21,2018-08-14,"TWTR"
27,6,-0.03999996,6.25,6.35,1,616,"calls",2018-09-21,2018-08-14,"TWTR"
28,5.19,0.13999987,5.3,5.4,37,1321,"calls",2018-09-21,2018-08-14,"TWTR"
29,4.5,0.19999981,4.45,4.55,45,1781,"calls",2018-09-21,2018-08-14,"TWTR"
30,3.65,0.18000007,3.65,3.75,254,7091,"calls",2018-09-21,2018-08-14,"TWTR"
31,2.9,0.120000124,2.93,2.97,317,4250,"calls",2018-09-21,2018-08-14,"TWTR"
32,2.29,0.119999886,2.29,2.32,331,6729,"calls",2018-09-21,2018-08-14,"TWTR"
33,1.75,0.07000005,1.75,1.77,1521,9464,"calls",2018-09-21,2018-08-14,"TWTR"
34,1.3,0.01999998,1.31,1.32,1221,10983,"calls",2018-09-21,2018-08-14,"TWTR"
35,0.97,0.01000005,0.96,0.98,2874,20308,"calls",2018-09-21,2018-08-14,"TWTR"
36,0.71,0,0.7,0.72,593,8750,"calls",2018-09-21,2018-08-14,"TWTR"
37,0.51,-0.01999998,0.51,0.52,739,8049,"calls",2018-09-21,2018-08-14,"TWTR"
38,0.37,-0.00999999,0.36,0.38,294,8281,"calls",2018-09-21,2018-08-14,"TWTR"
39,0.27,-0.01999998,0.26,0.27,185,14465,"calls",2018-09-21,2018-08-14,"TWTR"
40,0.2,0,0.19,0.2,247,10356,"calls",2018-09-21,2018-08-14,"TWTR"
41,0.15,-0.019999996,0.14,0.16,9,2077,"calls",2018-09-21,2018-08-14,"TWTR"
42,0.12,-0.04,0.1,0.12,107,9621,"calls",2018-09-21,2018-08-14,"TWTR"
43,0.08,-0.030000001,0.08,0.1,17,2708,"calls",2018-09-21,2018-08-14,"TWTR"
44,0.08,-0.020000003,0.06,0.08,4,4745,"calls",2018-09-21,2018-08-14,"TWTR"
45,0.05,-0.040000003,0.05,0.06,126,26789,"calls",2018-09-21,2018-08-14,"TWTR"
46,0.03,-0.020000001,0.04,0.05,1,5963,"calls",2018-09-21,2018-08-14,"TWTR"
47,0.03,-0.01,0.03,0.04,6,4450,"calls",2018-09-21,2018-08-14,"TWTR"
48,0.05,0,0.03,0.05,35,3855,"calls",2018-09-21,2018-08-14,"TWTR"
49,0.03,-0.01,0.02,0.04,9,1141,"calls",2018-09-21,2018-08-14,"TWTR"
50,0.03,0,0.02,0.04,13,14230,"calls",2018-09-21,2018-08-14,"TWTR"
55,0.02,0.01,0.01,0.02,125,5367,"calls",2018-09-21,2018-08-14,"TWTR"
60,0.02,0,0.01,0.02,2,3002,"calls",2018-09-21,2018-08-14,"TWTR"
65,0.01,0,0.01,0.02,53,2663,"calls",2018-09-21,2018-08-14,"TWTR"
70,0.01,0,0,0.02,1,2553,"calls",2018-09-21,2018-08-14,"TWTR"
13,0.01,0,0,0.02,170,2096,"puts",2018-09-21,2018-08-14,"TWTR"
14,0.11,0,0,0.02,0,25,"puts",2018-09-21,2018-08-14,"TWTR"
15,0.01,0,0,0.02,6,214,"puts",2018-09-21,2018-08-14,"TWTR"
16,0.01,0,0,0.02,2,478,"puts",2018-09-21,2018-08-14,"TWTR"
17,0.01,0,0,0.02,4,197,"puts",2018-09-21,2018-08-14,"TWTR"
18,0.01,0,0,0.01,1,1077,"puts",2018-09-21,2018-08-14,"TWTR"
19,0.03,0,0,0.02,1,172,"puts",2018-09-21,2018-08-14,"TWTR"
20,0.01,-0.01,0,0.04,5,3422,"puts",2018-09-21,2018-08-14,"TWTR"
21,0.02,-0.02,0,0.03,11,660,"puts",2018-09-21,2018-08-14,"TWTR"
22,0.03,0.01,0,0.07,1,794,"puts",2018-09-21,2018-08-14,"TWTR"
23,0.01,-0.01,0,0.03,1,482,"puts",2018-09-21,2018-08-14,"TWTR"
24,0.03,0,0,0.04,11,1869,"puts",2018-09-21,2018-08-14,"TWTR"
25,0.06,-0.030000005,0.04,0.05,6,2651,"puts",2018-09-21,2018-08-14,"TWTR"
26,0.1,0.009999998,0.06,0.08,21,1521,"puts",2018-09-21,2018-08-14,"TWTR"
27,0.12,-0.030000009,0.1,0.12,24,2590,"puts",2018-09-21,2018-08-14,"TWTR"
28,0.19,-0.060000002,0.18,0.19,111,7502,"puts",2018-09-21,2018-08-14,"TWTR"
29,0.3,-0.089999974,0.3,0.31,81,17074,"puts",2018-09-21,2018-08-14,"TWTR"
30,0.5,-0.110000014,0.49,0.5,579,8485,"puts",2018-09-21,2018-08-14,"TWTR"
31,0.76,-0.13999999,0.75,0.77,266,8434,"puts",2018-09-21,2018-08-14,"TWTR"
32,1.13,-0.16999996,1.11,1.12,151,7733,"puts",2018-09-21,2018-08-14,"TWTR"
33,1.6,-0.18999994,1.56,1.58,874,8910,"puts",2018-09-21,2018-08-14,"TWTR"
34,2.18,-0.21000004,2.12,2.14,67,3742,"puts",2018-09-21,2018-08-14,"TWTR"
35,2.84,-0.16000009,2.77,2.8,88,2986,"puts",2018-09-21,2018-08-14,"TWTR"
36,3.58,-0.22000003,3.5,3.55,60,4103,"puts",2018-09-21,2018-08-14,"TWTR"
37,4.29,-0.30999994,4.3,4.4,3,2407,"puts",2018-09-21,2018-08-14,"TWTR"
38,5.23,-0.26999998,5.15,5.25,61,4639,"puts",2018-09-21,2018-08-14,"TWTR"
39,6.33,-0.05000019,6.05,6.15,22,1351,"puts",2018-09-21,2018-08-14,"TWTR"
40,6.57,-0.7999997,7,7.1,2,4539,"puts",2018-09-21,2018-08-14,"TWTR"
41,8.03,-0.90999985,7.95,8.05,80,1981,"puts",2018-09-21,2018-08-14,"TWTR"
42,9.21,-0.28999996,8.9,9,12,1098,"puts",2018-09-21,2018-08-14,"TWTR"
43,10.2,-0.11000061,9.9,10,65,1194,"puts",2018-09-21,2018-08-14,"TWTR"
44,12.25,0.46000004,11.9,12.15,1,1544,"puts",2018-09-21,2018-08-14,"TWTR"
45,12.98,0.67999935,12.85,13.1,33,4348,"puts",2018-09-21,2018-08-14,"TWTR"
46,14.3,0,13.8,16.4,1,579,"puts",2018-09-21,2018-08-14,"TWTR"
47,14.79,0,14.85,15.15,2,380,"puts",2018-09-21,2018-08-14,"TWTR"
48,16.73,0,16,18.4,5,107,"puts",2018-09-21,2018-08-14,"TWTR"
49,16.05,0,15.5,19.4,1,160,"puts",2018-09-21,2018-08-14,"TWTR"
50,17.85,0,17.05,18.1,15,11,"puts",2018-09-21,2018-08-14,"TWTR"
55,22.5,0,22.85,25.4,5,0,"puts",2018-09-21,2018-08-14,"TWTR"
60,16.1,0,24.45,26.9,72,559,"puts",2018-09-21,2018-08-14,"TWTR"
65,33.55,0,32.75,33.05,10,0,"puts",2018-09-21,2018-08-14,"TWTR"
30,3.9,0,3.85,3.9,43,5,"calls",2018-09-28,2018-08-14,"TWTR"
31,3.05,0,3.1,3.2,2,5,"calls",2018-09-28,2018-08-14,"TWTR"
31.5,2.58,0,2.75,2.78,100,3,"calls",2018-09-28,2018-08-14,"TWTR"
32,2.45,0.10000014,2.45,2.49,18,11,"calls",2018-09-28,2018-08-14,"TWTR"
32.5,2.24,0,2.2,2.24,15,14,"calls",2018-09-28,2018-08-14,"TWTR"
33,1.9,0.029999971,1.91,1.94,78,64,"calls",2018-09-28,2018-08-14,"TWTR"
33.5,1.68,0,1.7,1.74,9,7,"calls",2018-09-28,2018-08-14,"TWTR"
34,1.45,-0.059999943,1.47,1.52,62,27,"calls",2018-09-28,2018-08-14,"TWTR"
34.5,1.36,-0.00999999,1.28,1.33,8,11,"calls",2018-09-28,2018-08-14,"TWTR"
35,1.17,0.07999992,1.12,1.15,26,52,"calls",2018-09-28,2018-08-14,"TWTR"
35.5,1,-0.20000005,0.97,1,16,11,"calls",2018-09-28,2018-08-14,"TWTR"
36,0.86,0,0.85,0.89,77,14,"calls",2018-09-28,2018-08-14,"TWTR"
37,0.6,-0.15999997,0.63,0.66,1,11,"calls",2018-09-28,2018-08-14,"TWTR"
37.5,0.58,0,0.55,0.59,38,28,"calls",2018-09-28,2018-08-14,"TWTR"
38,0.48,-0.120000035,0.47,0.49,5,6,"calls",2018-09-28,2018-08-14,"TWTR"
38.5,0.43,0,0.41,0.44,3,2,"calls",2018-09-28,2018-08-14,"TWTR"
39,0.34,-0.06999999,0.35,0.38,3,26,"calls",2018-09-28,2018-08-14,"TWTR"
40,0.26,-0.100000024,0.26,0.29,10,113,"calls",2018-09-28,2018-08-14,"TWTR"
41,0.23,0,0.2,0.23,119,126,"calls",2018-09-28,2018-08-14,"TWTR"
42,0.16,0,0.15,0.18,9,7,"calls",2018-09-28,2018-08-14,"TWTR"
27,0.17,0,0.15,0.19,2,0,"puts",2018-09-28,2018-08-14,"TWTR"
28,0.29,0,0.24,0.28,12,0,"puts",2018-09-28,2018-08-14,"TWTR"
29,0.42,-0.09,0.39,0.44,13,2,"puts",2018-09-28,2018-08-14,"TWTR"
29.5,0.62,-0.17000002,0.49,0.53,1,200,"puts",2018-09-28,2018-08-14,"TWTR"
30,0.67,-0.00999999,0.6,0.63,51,221,"puts",2018-09-28,2018-08-14,"TWTR"
30.5,0.75,-0.100000024,0.72,0.77,2,12,"puts",2018-09-28,2018-08-14,"TWTR"
31,0.99,0,0.84,0.88,7,30,"puts",2018-09-28,2018-08-14,"TWTR"
31.5,1.02,0,1.01,1.03,20,2,"puts",2018-09-28,2018-08-14,"TWTR"
32,1.35,0,1.2,1.22,17,6,"puts",2018-09-28,2018-08-14,"TWTR"
32.5,1.56,0,1.41,1.44,10,1,"puts",2018-09-28,2018-08-14,"TWTR"
33,1.79,0,1.65,1.68,33,3,"puts",2018-09-28,2018-08-14,"TWTR"
33.5,2.02,0,1.91,1.95,20,10,"puts",2018-09-28,2018-08-14,"TWTR"
35,3.69,0,3.6,3.85,1,0,"puts",2018-09-28,2018-08-14,"TWTR"
36.5,4.25,0,3.9,4,10,9,"puts",2018-09-28,2018-08-14,"TWTR"
37.5,4.8,0,4.75,4.85,1,0,"puts",2018-09-28,2018-08-14,"TWTR"
38,5.62,0,5.15,5.25,1,2,"puts",2018-09-28,2018-08-14,"TWTR"
42,9.27,0,8.65,9.2,1,1,"puts",2018-09-28,2018-08-14,"TWTR"
21,11.15,0,10.85,11.25,6,30,"calls",2018-10-19,2018-08-14,"TWTR"
22,9.9,0,10.1,10.35,1,32,"calls",2018-10-19,2018-08-14,"TWTR"
23,9.25,-0.3000002,9.1,9.35,20,70,"calls",2018-10-19,2018-08-14,"TWTR"
24,8.45,0,8.25,8.35,1,3,"calls",2018-10-19,2018-08-14,"TWTR"
25,8.11,-0.39000034,8.3,8.45,21,24,"calls",2018-10-19,2018-08-14,"TWTR"
26,7.5,0.3000002,7.4,7.5,1,145,"calls",2018-10-19,2018-08-14,"TWTR"
27,5.65,-0.19999981,5.6,5.7,1,33,"calls",2018-10-19,2018-08-14,"TWTR"
28,5.7,0.049999714,5.65,5.75,30,72,"calls",2018-10-19,2018-08-14,"TWTR"
29,4.7,-0.14000034,4.85,4.95,4,293,"calls",2018-10-19,2018-08-14,"TWTR"
30,4.25,0.29999995,4.1,4.2,129,1068,"calls",2018-10-19,2018-08-14,"TWTR"
31,3.45,0.049999952,3.45,3.55,59,669,"calls",2018-10-19,2018-08-14,"TWTR"
32,2.88,0.06000018,2.88,2.9,422,3917,"calls",2018-10-19,2018-08-14,"TWTR"
33,2.37,0.029999971,2.37,2.39,593,2591,"calls",2018-10-19,2018-08-14,"TWTR"
34,1.94,0.05000007,1.91,1.94,371,2836,"calls",2018-10-19,2018-08-14,"TWTR"
